Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q01,Which movies have more than four actors with the same birth year?,Mistral 7B,7B,False,0.15,36.67,19.9139,6.1988,"[14.7176, 38.4981]",60.8725,True,True,18.4895,24.1247,31.1995
Q02,Which movies have more than four actors born in the same year as another actor in the cast?,Mistral 7B,7B,False,0.15,56.67,22.1586,17.8979,"[0.0000, 58.5662]",60.8544,True,True,21.0466,33.1089,44.7789
Q03,"Tell me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Mistral 7B,7B,False,0.15,96.67,19.6357,13.3279,"[12.5978, 50.8728]",61.4258,True,True,16.6799,21.7756,31.2524
Q04,"Find the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Mistral 7B,7B,False,0.15,80.0,21.872,4.2576,"[20.3089, 23.4350]",60.8825,True,True,20.7976,28.7569,29.1716
Q05,What is the name of the Application that has the most incoming connections from other Applications?,Mistral 7B,7B,False,0.15,66.67,14.5505,5.5855,"[10.3602, 30.3505]",60.8675,True,True,12.1443,21.4901,28.272
Q06,List nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Mistral 7B,7B,False,0.15,90.0,17.0484,2.6387,"[13.3484, 22.3167]",61.1754,True,True,16.379,19.3926,20.3048
Q07,Which movies has an actor with more salary than Meryl Streep and Clint Eastwood together?,Mistral 7B,7B,False,0.15,80.0,32.7414,8.7145,"[19.6509, 51.7101]",61.0786,True,True,31.1445,41.9915,46.2161
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Mistral 7B,7B,False,0.15,36.67,392.8592,466.2276,"[19.9699, 994.5553]",61.5101,True,True,48.9291,994.3145,994.4597
Q09,Which movies have no actors that have work with Meryl Streep in any movie?,Mistral 7B,7B,False,0.15,90.0,18.1755,2.7531,"[15.4751, 25.2830]",60.9736,True,True,17.2204,21.1088,24.2875
Q10,Movies where all the main actors have won more awards than any Argentine actor,Mistral 7B,7B,False,0.15,93.33,26.1666,9.4442,"[19.2123, 51.4112]",61.2409,True,True,23.9346,31.4246,42.2425
Q11,Which actors got married in 1980 where one of them appears in The Matrix?,Mistral 7B,7B,False,0.15,80.0,22.1851,5.5273,"[15.9508, 35.9121]",61.0977,True,True,20.718,32.1728,34.2159
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Mistral 7B,7B,False,0.15,76.67,33.8265,12.8744,"[19.7160, 64.2341]",61.28,True,True,28.9198,51.5293,61.874
Q13,List the movies and its featuring actors that have won an Oscar,Mistral 7B,7B,False,0.15,100.0,16.4802,2.1533,"[15.0267, 20.9862]",60.9932,True,True,15.8121,18.3828,18.7139
Q14,People who have directed or acted in more than 5 occasions,Mistral 7B,7B,False,0.15,100.0,21.3606,3.8087,"[16.1637, 29.9806]",61.0753,True,True,21.485,24.6498,27.2553
