Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q05,Give me the films in which all the actors are US citizens,Ministral 3 8B,8B,False,0.1,100.0,25.4038,0.0252,"[25.3946, 25.4130]",5.1967,True,True,25.4058,25.428,25.4292
Q05,Give me the films in which all the actors are US citizens,Phi-4 14B,14B,False,0.15,100.0,54.0413,0.166,"[53.8503, 54.3751]",2.3445,True,True,54.0299,54.1799,54.2191
Q05,Give me the films in which all the actors are US citizens,Mistral Nemo 12B,12B,False,0.1,100.0,34.7146,0.0825,"[34.6584, 34.9777]",3.6769,True,True,34.6963,34.7234,34.8565
Q05,Give me the films in which all the actors are US citizens,Mistral 7B,7B,False,0.15,100.0,3.7595,0.0064,"[3.7529, 3.7795]",66.5277,True,True,3.7588,3.7628,3.7724
Q05,Give me the films in which all the actors are US citizens,Gemma 4 E2B,2B,False,0.05,100.0,12.4083,0.1302,"[12.2725, 12.6440]",17.6024,True,True,12.3919,12.462,12.4994
Q05,Give me the films in which all the actors are US citizens,Gemma 4 E2B,2B,True,0.05,100.0,53.7625,6.0763,"[51.5317, 55.9933]",17.9641,True,True,54.8721,60.5161,64.1617
Q05,Give me the films in which all the actors are US citizens,Gemma 4 E4B,4B,False,0.05,100.0,12.4467,0.2355,"[12.3586, 12.8150]",12.6161,True,True,12.4055,12.4569,12.4742
Q05,Give me the films in which all the actors are US citizens,Gemma 4 E4B,4B,True,0.05,100.0,82.6615,17.1581,"[54.9220, 122.2768]",12.5412,True,True,78.4046,112.5722,119.2908
Q05,Give me the films in which all the actors are US citizens,Gemma 4 26B,26B,False,0.05,100.0,50.8472,1.4029,"[49.1101, 52.1652]",3.3378,True,True,51.9029,51.9737,52.0419
Q05,Give me the films in which all the actors are US citizens,Llama 3.1 8B,8B,False,0.1,100.0,28.5186,8.4338,"[7.6159, 33.2824]",18.0681,True,True,31.7739,32.8473,33.2114
