Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q01,Give me the movies that have more than four actors with the same birth year,Ministral 3 8B,8B,False,0.15,100.0,43.2803,0.1585,"[43.0328, 43.4384]",5.7264,True,True,43.2695,43.4207,43.4315
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Ministral 3 8B,8B,False,0.15,100.0,58.5167,4.3824,"[56.1904, 68.1063]",5.7025,True,True,56.43,67.4831,67.6033
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Ministral 3 8B,8B,False,0.15,100.0,61.5435,0.9554,"[59.8401, 63.1010]",5.5443,True,True,61.1315,62.4315,62.7219
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Ministral 3 8B,8B,False,0.15,90.0,387.6471,1329.2048,"[79.5769, 2332.1619]",5.5271,True,True,111.7561,304.685,403.5414
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Ministral 3 8B,8B,False,0.15,100.0,33.8577,1.4859,"[32.2527, 36.4098]",5.5814,True,True,33.9169,35.1616,35.9054
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Ministral 3 8B,8B,False,0.15,100.0,62.7599,1.9004,"[61.9417, 69.6507]",5.5327,True,True,62.1682,62.9358,66.6315
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Ministral 3 8B,8B,False,0.15,100.0,123.2094,26.88,"[94.9972, 197.5165]",5.503,True,True,118.9517,133.9355,160.8607
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Ministral 3 8B,8B,False,0.15,100.0,87.7934,17.5354,"[65.6242, 124.2522]",5.5256,True,True,82.3755,114.785,120.6241
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Ministral 3 8B,8B,False,0.15,100.0,58.1313,1.1012,"[56.1581, 59.0670]",5.5468,True,True,58.6356,58.7457,58.7575
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Ministral 3 8B,8B,False,0.15,100.0,89.9581,9.4139,"[80.7622, 104.0544]",5.5265,True,True,85.3821,103.7637,103.7961
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Ministral 3 8B,8B,False,0.15,100.0,70.4618,7.2769,"[61.6563, 76.7694]",5.5345,True,True,76.6243,76.7067,76.7114
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Ministral 3 8B,8B,False,0.15,96.67,112.7485,37.3546,"[63.2102, 165.7730]",5.5038,True,True,118.6798,162.4119,164.3755
Q13,Give me the movies and its featuring actors that have won an Oscar,Ministral 3 8B,8B,False,0.15,100.0,58.6121,5.0827,"[52.3190, 71.0558]",5.5334,True,True,58.1715,64.334,69.9784
Q14,Give me the people who have directed or acted in more than 5 occasions,Ministral 3 8B,8B,False,0.15,100.0,43.4399,0.0258,"[43.4095, 43.5082]",5.5576,True,True,43.4368,43.4656,43.4871
