Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q01,Give me the films directed by Eastwood and starring Meryl Streep,DeepSeek R1 8B,8B,False,0.1,100.0,3.3141,0.0099,"[3.3104, 3.3177]",47.3632,True,True,3.3144,3.3251,3.3268
Q01,Give me the films directed by Eastwood and starring Meryl Streep,DeepSeek R1 8B,8B,True,0.1,100.0,32.1464,5.8401,"[30.0023, 34.2904]",45.8371,True,True,31.3957,40.1923,42.1125
Q02,Give me the films whose actors won an Oscar,DeepSeek R1 8B,8B,False,0.1,100.0,2.284,0.3048,"[2.1793, 3.1828]",47.2663,True,True,2.1846,2.2873,3.1775
Q02,Give me the films whose actors won an Oscar,DeepSeek R1 8B,8B,True,0.1,6.67,759.6194,347.1435,"[0.0000, 943.1582]",44.6878,True,True,942.641,942.991,943.1033
Q03,Give me the films featuring more than three actors born after 1980,DeepSeek R1 8B,8B,False,0.1,100.0,3.5213,0.325,"[3.3781, 4.2682]",46.8664,True,True,3.3877,4.0462,4.1002
Q03,Give me the films featuring more than three actors born after 1980,DeepSeek R1 8B,8B,True,0.1,26.67,689.1266,365.8398,"[69.0845, 942.8338]",44.7018,True,True,942.2946,942.6287,942.7827
Q04,Give me the films whose directors have the same surname as one of the actors,DeepSeek R1 8B,8B,False,0.1,100.0,3.4406,0.5421,"[3.2385, 5.0114]",46.918,True,True,3.3166,3.3207,4.0458
Q04,Give me the films whose directors have the same surname as one of the actors,DeepSeek R1 8B,8B,True,0.1,20.0,666.9619,395.7907,"[0.0000, 942.8112]",44.6991,True,True,942.4255,942.716,942.7561
Q05,Give me the films in which all the actors are US citizens,DeepSeek R1 8B,8B,False,0.1,100.0,2.5595,0.243,"[2.5081, 2.8874]",47.2029,True,True,2.5154,2.5205,2.5229
Q05,Give me the films in which all the actors are US citizens,DeepSeek R1 8B,8B,True,0.1,0.0,859.5239,254.6313,"[119.5821, 943.0978]",44.6935,True,True,942.5411,942.9228,943.0049
