Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q13,Give me the movies and its featuring actors that have won an Oscar,Mistral Nemo 12B,12B,False,0.15,100.0,79.7742,5.807,"[64.9681, 84.3750]",2.9596,True,True,81.482,83.8224,84.2063
Q13,Give me the movies and its featuring actors that have won an Oscar,Mistral 7B,7B,False,0.15,93.33,33.5477,8.2188,"[23.1451, 49.8353]",12.2125,True,True,33.1782,46.0224,48.7921
Q13,Give me the movies and its featuring actors that have won an Oscar,Phi-4 14B,14B,False,0.15,100.0,123.7111,11.8713,"[95.6469, 133.6798]",1.8797,True,True,127.5267,133.3522,133.5098
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E2B,2B,False,0.05,100.0,15.7233,0.2073,"[15.3768, 16.0503]",17.7227,True,True,15.7377,15.8237,15.8363
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E2B,2B,True,0.05,66.67,48.509,3.5366,"[47.2106, 49.8074]",17.9978,True,True,47.7489,53.1306,53.2086
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E4B,4B,False,0.05,100.0,25.9115,1.1697,"[23.3601, 26.5985]",12.6036,True,True,26.4607,26.5916,26.5945
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E4B,4B,True,0.05,90.0,73.6283,8.5249,"[64.9091, 91.7977]",12.5988,True,True,71.5532,85.1723,88.0169
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 26B,26B,False,0.05,100.0,94.4539,0.1782,"[94.1875, 94.6957]",3.5089,True,True,94.4531,94.5097,94.5435
Q13,Give me the movies and its featuring actors that have won an Oscar,Qwen 3.5 9B,9B,False,0.1,100.0,59.4475,4.7475,"[51.5806, 62.8538]",4.3955,True,True,62.1602,62.2501,62.4217
Q13,Give me the movies and its featuring actors that have won an Oscar,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,141.1112,1.769,"[138.6912, 144.9899]",2.8763,True,True,140.9683,142.5512,143.2741
Q13,Give me the movies and its featuring actors that have won an Oscar,Llama 3.1 8B,8B,False,0.1,100.0,33.7379,4.8735,"[25.9541, 39.7785]",8.472,True,True,32.7569,39.3385,39.3412
