Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q05,Give me the films in which all the actors are US citizens,DeepSeek R1 8B,8B,False,0.1,100.0,2.5595,0.243,"[2.5081, 2.8874]",47.2029,True,True,2.5154,2.5205,2.5229
Q05,Give me the films in which all the actors are US citizens,DeepSeek R1 8B,8B,True,0.1,0.0,859.5239,254.6313,"[119.5821, 943.0978]",44.6935,True,True,942.5411,942.9228,943.0049
Q05,Give me the films in which all the actors are US citizens,Ministral 3 8B,8B,False,0.15,100.0,22.9971,0.0207,"[22.9896, 23.0047]",5.7414,True,True,23.0009,23.0216,23.0237
Q05,Give me the films in which all the actors are US citizens,Phi-4 14B,14B,False,0.15,100.0,53.1657,0.2524,"[53.0730, 53.2583]",2.3889,True,True,53.188,53.5147,53.5428
Q05,Give me the films in which all the actors are US citizens,Mistral Nemo 12B,12B,False,0.15,100.0,35.4784,0.0392,"[35.4322, 35.5569]",3.6013,True,True,35.4729,35.5109,35.5223
Q05,Give me the films in which all the actors are US citizens,Mistral 7B,7B,False,0.15,100.0,3.0944,0.152,"[3.0440, 3.6491]",92.6361,True,True,3.0544,3.0689,3.3908
Q05,Give me the films in which all the actors are US citizens,Gemma 4 E2B,2B,False,0.1,100.0,12.4208,0.0546,"[12.4008, 12.4409]",17.5935,True,True,12.4274,12.4887,12.5082
Q05,Give me the films in which all the actors are US citizens,Gemma 4 E2B,2B,True,0.1,100.0,55.2693,9.4198,"[51.8110, 58.7276]",17.9375,True,True,53.971,67.5313,68.5524
Q05,Give me the films in which all the actors are US citizens,Gemma 4 E4B,4B,False,0.1,100.0,12.4176,0.106,"[12.3491, 12.5971]",12.6258,True,True,12.4047,12.4353,12.4501
Q05,Give me the films in which all the actors are US citizens,Gemma 4 E4B,4B,True,0.1,96.67,80.1117,14.6319,"[74.7399, 85.4835]",12.578,True,True,81.351,96.4283,104.996
Q05,Give me the films in which all the actors are US citizens,Gemma 4 26B,26B,False,0.1,100.0,66.9099,39.0982,"[52.1333, 169.3404]",3.2982,True,True,52.1817,144.8487,151.3006
Q05,Give me the films in which all the actors are US citizens,Qwen 3.5 9B,9B,False,0.1,100.0,33.9515,0.7945,"[33.2913, 35.5936]",4.8604,True,True,33.6817,35.4699,35.5754
Q05,Give me the films in which all the actors are US citizens,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,67.4359,0.2311,"[67.3510, 67.5207]",3.056,True,True,67.3822,67.7385,67.783
Q05,Give me the films in which all the actors are US citizens,Llama 3.1 8B,8B,False,0.1,100.0,7.5263,0.0451,"[7.5098, 7.5429]",18.2072,True,True,7.5402,7.5764,7.5832
